B [mm],L [mm],R1 [mm],Freq [GHz],"dB(S(1,1)) []"
16.0,15.5,5.9,4.956,-0.73450984873171
16.0,15.5,5.9,4.97075,-0.739181313297733
16.0,15.5,5.9,4.9855,-0.744624129477037
16.0,15.5,5.9,5.00025,-0.750876963839593
16.0,15.5,5.9,5.015,-0.757983171586599
16.0,15.5,5.9,5.02975,-0.765991267504417
16.0,15.5,5.9,5.0445,-0.774955460595889
16.0,15.5,5.9,5.05925,-0.784936261557752
16.0,15.5,5.9,5.074,-0.796001173768883
16.0,15.5,5.9,5.08875,-0.808225480216992
16.0,15.5,5.9,5.1035,-0.821693140873885
16.0,15.5,5.9,5.11825,-0.83649781749195
16.0,15.5,5.9,5.133,-0.852744045713482
16.0,15.5,5.9,5.14775,-0.870548577848713
16.0,15.5,5.9,5.1625,-0.89004192379873
16.0,15.5,5.9,5.17725,-0.911370122507201
16.0,15.5,5.9,5.192,-0.934696782181417
16.0,15.5,5.9,5.20675,-0.960205434522984
16.0,15.5,5.9,5.2215,-0.98810225658831
16.0,15.5,5.9,5.23625,-1.0186192239461
16.0,15.5,5.9,5.251,-1.05201777086271
16.0,15.5,5.9,5.26575,-1.08859304775024
16.0,15.5,5.9,5.2805,-1.12867888357335
16.0,15.5,5.9,5.29525,-1.17265358195543
16.0,15.5,5.9,5.31,-1.22094670511647
16.0,15.5,5.9,5.32475,-1.27404703044429
16.0,15.5,5.9,5.3395,-1.3325119015808
16.0,15.5,5.9,5.35425,-1.39697824078884
16.0,15.5,5.9,5.369,-1.46817554376749
16.0,15.5,5.9,5.38375,-1.54694124414735
16.0,15.5,5.9,5.3985,-1.63423891534411
16.0,15.5,5.9,5.41325,-1.73117987582871
16.0,15.5,5.9,5.428,-1.83904888499713
16.0,15.5,5.9,5.44275,-1.95933476753324
16.0,15.5,5.9,5.4575,-2.09376699476364
16.0,15.5,5.9,5.47225,-2.24435949854723
16.0,15.5,5.9,5.487,-2.41346332496946
16.0,15.5,5.9,5.50175,-2.60383020262922
16.0,15.5,5.9,5.5165,-2.8186898010891
16.0,15.5,5.9,5.53125,-3.06184458418285
16.0,15.5,5.9,5.546,-3.33778812881088
16.0,15.5,5.9,5.56075,-3.65185647511366
16.0,15.5,5.9,5.5755,-4.01042952450412
16.0,15.5,5.9,5.59025,-4.42121543923694
16.0,15.5,5.9,5.605,-4.89368654351238
16.0,15.5,5.9,5.61975,-5.43981542699831
16.0,15.5,5.9,5.6345,-6.07543185759914
16.0,15.5,5.9,5.64925,-6.82281682658797
16.0,15.5,5.9,5.664,-7.71527982288084
16.0,15.5,5.9,5.67875,-8.80289480651247
16.0,15.5,5.9,5.6935,-10.153786816668
16.0,15.5,5.9,5.70825,-11.8491849912335
16.0,15.5,5.9,5.723,-14.0000581211382
16.0,15.5,5.9,5.73775,-16.8149675256069
16.0,15.5,5.9,5.7525,-20.6739396259211
16.0,15.5,5.9,5.76725,-25.2312841279024
16.0,15.5,5.9,5.782,-24.0237148953962
16.0,15.5,5.9,5.79675,-19.5421196229692
16.0,15.5,5.9,5.8115,-16.2094403023843
16.0,15.5,5.9,5.82625,-13.793445133733
16.0,15.5,5.9,5.841,-11.954666089526
16.0,15.5,5.9,5.85575,-10.5006095374011
16.0,15.5,5.9,5.8705,-9.31920383977746
16.0,15.5,5.9,5.88525,-8.34038877349941
16.0,15.5,5.9,5.9,-7.51749678087481
16.0,15.5,5.9,5.91475,-6.81780888646828
16.0,15.5,5.9,5.9295,-6.21743883506253
16.0,15.5,5.9,5.94425,-5.6983851603216
16.0,15.5,5.9,5.959,-5.24673716298091
16.0,15.5,5.9,5.97375,-4.85152973889608
16.0,15.5,5.9,5.9885,-4.50398129621871
16.0,15.5,5.9,6.00325,-4.19696791836686
16.0,15.5,5.9,6.018,-3.92464903018843
16.0,15.5,5.9,6.03275,-3.68219370694631
16.0,15.5,5.9,6.0475,-3.46557598664464
16.0,15.5,5.9,6.06225,-3.27141884133162
16.0,15.5,5.9,6.077,-3.09687331986513
16.0,15.5,5.9,6.09175,-2.93952366566416
16.0,15.5,5.9,6.1065,-2.79731197639765
16.0,15.5,5.9,6.12125,-2.66847780096243
16.0,15.5,5.9,6.136,-2.55150930988462
16.0,15.5,5.9,6.15075,-2.44510353729747
16.0,15.5,5.9,6.1655,-2.34813380453208
16.0,15.5,5.9,6.18025,-2.25962287819439
16.0,15.5,5.9,6.195,-2.17872074168476
16.0,15.5,5.9,6.20975,-2.10468610292434
16.0,15.5,5.9,6.2245,-2.03687094579974
16.0,15.5,5.9,6.23925,-1.97470757447945
16.0,15.5,5.9,6.254,-1.91769770946271
16.0,15.5,5.9,6.26875,-1.86540327995758
16.0,15.5,5.9,6.2835,-1.81743862471546
16.0,15.5,5.9,6.29825,-1.77346386701109
16.0,15.5,5.9,6.313,-1.73317927220379
16.0,15.5,5.9,6.32775,-1.69632043062363
16.0,15.5,5.9,6.3425,-1.66265413619941
16.0,15.5,5.9,6.35725,-1.63197485367379
16.0,15.5,5.9,6.372,-1.60410168550537
16.0,15.5,5.9,6.38675,-1.5788757644767
16.0,15.5,5.9,6.4015,-1.55615801026576
16.0,15.5,5.9,6.41625,-1.53582719831554
16.0,15.5,5.9,6.431,-1.5177782976616
16.0,15.5,5.9,6.44575,-1.50192104127861
16.0,15.5,5.9,6.4605,-1.48817869824582
16.0,15.5,5.9,6.47525,-1.47648702181776
16.0,15.5,5.9,6.49,-1.46679335149117
16.0,15.5,5.9,6.50475,-1.45905585051709
16.0,15.5,5.9,6.5195,-1.45324286313232
16.0,15.5,5.9,6.53425,-1.44933237816444
16.0,15.5,5.9,6.549,-1.44731158767489
16.0,15.5,5.9,6.56375,-1.44717653100396
16.0,15.5,5.9,6.5785,-1.44893181601948
16.0,15.5,5.9,6.59325,-1.45259041058614
16.0,15.5,5.9,6.608,-1.45817349829779
16.0,15.5,5.9,6.62275,-1.46571039337586
16.0,15.5,5.9,6.6375,-1.47523851035358
16.0,15.5,5.9,6.65225,-1.48680338475438
16.0,15.5,5.9,6.667,-1.50045874144465
16.0,15.5,5.9,6.68175,-1.51626660770565
16.0,15.5,5.9,6.6965,-1.53429746833023
16.0,15.5,5.9,6.71125,-1.55463046021114
16.0,15.5,5.9,6.726,-1.57735360394717
16.0,15.5,5.9,6.74075,-1.60256406994843
16.0,15.5,5.9,6.7555,-1.63036847636626
16.0,15.5,5.9,6.77025,-1.6608832158977
16.0,15.5,5.9,6.785,-1.6942348081069
16.0,15.5,5.9,6.79975,-1.73056027335053
16.0,15.5,5.9,6.8145,-1.77000752367244
16.0,15.5,5.9,6.82925,-1.81273576512139
16.0,15.5,5.9,6.844,-1.8589159048158
16.0,15.5,5.9,6.85875,-1.90873095469954
16.0,15.5,5.9,6.8735,-1.96237642226198
16.0,15.5,5.9,6.88825,-2.02006067648808
16.0,15.5,5.9,6.903,-2.08200527490428
16.0,15.5,5.9,6.91775,-2.14844523472817
16.0,15.5,5.9,6.9325,-2.2196292277343
16.0,15.5,5.9,6.94725,-2.29581967442204
16.0,15.5,5.9,6.962,-2.37729270829836
16.0,15.5,5.9,6.97675,-2.4643379754309
16.0,15.5,5.9,6.9915,-2.55725822771483
16.0,15.5,5.9,7.00625,-2.65636866032345
16.0,15.5,5.9,7.021,-2.76199593432233
16.0,15.5,5.9,7.03575,-2.87447681410726
16.0,15.5,5.9,7.0505,-2.99415633579653
16.0,15.5,5.9,7.06525,-3.12138540650279
16.0,15.5,5.9,7.08,-3.25651771498088
16.0,15.5,5.9,7.09475,-3.39990581084434
16.0,15.5,5.9,7.1095,-3.55189618164405
16.0,15.5,5.9,7.12425,-3.71282312383182
16.0,15.5,5.9,7.139,-3.88300116425723
16.0,15.5,5.9,7.15375,-4.06271574282456
16.0,15.5,5.9,7.1685,-4.25221181419928
16.0,15.5,5.9,7.18325,-4.45167996786532
16.0,15.5,5.9,7.198,-4.6612396039553
16.0,15.5,5.9,7.21275,-4.8809186425186
16.0,15.5,5.9,7.2275,-5.11062919629676
16.0,15.5,5.9,7.24225,-5.35013861879408
16.0,15.5,5.9,7.257,-5.59903537818605
16.0,15.5,5.9,7.27175,-5.85668934592652
16.0,15.5,5.9,7.2865,-6.1222063888315
16.0,15.5,5.9,7.30125,-6.39437770002648
16.0,15.5,5.9,7.316,-6.67162520506578
16.0,15.5,5.9,7.33075,-6.95194575428463
16.0,15.5,5.9,7.3455,-7.23285876257035
16.0,15.5,5.9,7.36025,-7.51136450527793
16.0,15.5,5.9,7.375,-7.78392326276027
16.0,15.5,5.9,7.38975,-8.04646843812223
16.0,15.5,5.9,7.4045,-8.29446869450374
16.0,15.5,5.9,7.41925,-8.52305359519842
16.0,15.5,5.9,7.434,-8.72721241969955
16.0,15.5,5.9,7.44875,-8.90206539810746
16.0,15.5,5.9,7.4635,-9.04319070472765
16.0,15.5,5.9,7.47825,-9.14697201785267
16.0,15.5,5.9,7.493,-9.21091608149634
16.0,15.5,5.9,7.50775,-9.23388463317992
16.0,15.5,5.9,7.5225,-9.21619527924931
16.0,15.5,5.9,7.53725,-9.15957065020332
16.0,15.5,5.9,7.552,-9.06694701240615
16.0,15.5,5.9,7.56675,-8.94218145991845
16.0,15.5,5.9,7.5815,-8.78971184248924
16.0,15.5,5.9,7.59625,-8.61422283651604
16.0,15.5,5.9,7.611,-8.42035859406694
16.0,15.5,5.9,7.62575,-8.21250412031367
16.0,15.5,5.9,7.6405,-7.9946404039318
16.0,15.5,5.9,7.65525,-7.77026613484761
16.0,15.5,5.9,7.67,-7.54237244901687
16.0,15.5,5.9,7.68475,-7.31345549368004
16.0,15.5,5.9,7.6995,-7.08555296831346
16.0,15.5,5.9,7.71425,-6.86029356231074
16.0,15.5,5.9,7.729,-6.63895126088269
16.0,15.5,5.9,7.74375,-6.42249920819073
16.0,15.5,5.9,7.7585,-6.21165995741085
16.0,15.5,5.9,7.77325,-6.00695048081931
16.0,15.5,5.9,7.788,-5.80872134499861
16.0,15.5,5.9,7.80275,-5.61719009562041
16.0,15.5,5.9,7.8175,-5.4324692563628
16.0,15.5,5.9,7.83225,-5.25458952013357
16.0,15.5,5.9,7.847,-5.08351876712107
16.0,15.5,5.9,7.86175,-4.91917753170555
16.0,15.5,5.9,7.8765,-4.76145149109283
16.0,15.5,5.9,7.89125,-4.61020148300942
16.0,15.5,5.9,7.906,-4.46527149010824
16.0,15.5,5.9,7.92075,-4.32649496172019
16.0,15.5,5.9,7.9355,-4.19369978266859
16.0,15.5,5.9,7.95025,-4.06671214542984
16.0,15.5,5.9,7.965,-3.9453595361442
16.0,15.5,5.9,7.97975,-3.82947300641695
16.0,15.5,5.9,7.9945,-3.71888887074347
16.0,15.5,5.9,8.00925,-3.61344994289571
16.0,15.5,5.9,8.024,-3.51300640288512
16.0,15.5,5.9,8.03875,-3.41741636839263
16.0,15.5,5.9,8.0535,-3.32654623014816
16.0,15.5,5.9,8.06825,-3.24027079907029
16.0,15.5,5.9,8.083,-3.15847330353751
16.0,15.5,5.9,8.09775,-3.08104526755658
16.0,15.5,5.9,8.1125,-3.00788629447084
16.0,15.5,5.9,8.12725,-2.93890377594276
16.0,15.5,5.9,8.142,-2.87401254201976
16.0,15.5,5.9,8.15675,-2.81313446496351
16.0,15.5,5.9,8.1715,-2.75619802704979
16.0,15.5,5.9,8.18625,-2.70313786059358
16.0,15.5,5.9,8.201,-2.65389426693568
16.0,15.5,5.9,8.21575,-2.60841271995328
16.0,15.5,5.9,8.2305,-2.56664335876453
16.0,15.5,5.9,8.24525,-2.52854047363281
16.0,15.5,5.9,8.26,-2.49406198858998
16.0,15.5,5.9,8.27475,-2.463168943958
16.0,15.5,5.9,8.2895,-2.43582498171561
16.0,15.5,5.9,8.30425,-2.41199583651101
16.0,15.5,5.9,8.319,-2.39164883503333
16.0,15.5,5.9,8.33375,-2.37475240640917
16.0,15.5,5.9,8.3485,-2.361275606266
16.0,15.5,5.9,8.36325,-2.35118765708728
16.0,15.5,5.9,8.378,-2.34445750746232
16.0,15.5,5.9,8.39275,-2.34105341279587
16.0,15.5,5.9,8.4075,-2.34094253997953
16.0,15.5,5.9,8.42225,-2.34409059843252
16.0,15.5,5.9,8.437,-2.35046149978839
16.0,15.5,5.9,8.45175,-2.3600170483327
16.0,15.5,5.9,8.4665,-2.37271666408546
16.0,15.5,5.9,8.48125,-2.38851714016941
16.0,15.5,5.9,8.496,-2.40737243581567
16.0,15.5,5.9,8.51075,-2.4292335060339
16.0,15.5,5.9,8.5255,-2.45404816862214
16.0,15.5,5.9,8.54025,-2.48176100881712
16.0,15.5,5.9,8.555,-2.51231332149701
16.0,15.5,5.9,8.56975,-2.54564309045484
16.0,15.5,5.9,8.5845,-2.58168500386765
16.0,15.5,5.9,8.59925,-2.62037050470614
16.0,15.5,5.9,8.614,-2.66162787446753
16.0,15.5,5.9,8.62875,-2.70538234827942
16.0,15.5,5.9,8.6435,-2.75155625912187
16.0,15.5,5.9,8.65825,-2.8000692086532
16.0,15.5,5.9,8.673,-2.85083826190836
16.0,15.5,5.9,8.68775,-2.9037781629685
16.0,15.5,5.9,8.7025,-2.95880156858064
16.0,15.5,5.9,8.71725,-3.01581929663502
16.0,15.5,5.9,8.732,-3.07474058638658
16.0,15.5,5.9,8.74675,-3.13547336733174
16.0,15.5,5.9,8.7615,-3.19792453372079
16.0,15.5,5.9,8.77625,-3.26200022179474
16.0,15.5,5.9,8.791,-3.32760608697919
16.0,15.5,5.9,8.80575,-3.39464757844154
16.0,15.5,5.9,8.8205,-3.46303020861552
16.0,15.5,5.9,8.83525,-3.53265981551426
16.0,15.5,5.9,8.85,-3.60344281588277
16.0,15.5,6.2,2.95,-0.311410220708118
16.0,15.5,6.2,2.96475,-0.314041175655995
16.0,15.5,6.2,2.9795,-0.317193759426096
16.0,15.5,6.2,2.99425,-0.320882789928608
16.0,15.5,6.2,3.009,-0.325124128072639
16.0,15.5,6.2,3.02375,-0.329934730880653
16.0,15.5,6.2,3.0385,-0.335332706152058
16.0,15.5,6.2,3.05325,-0.341337368381093
16.0,15.5,6.2,3.068,-0.347969295540186
16.0,15.5,6.2,3.08275,-0.355250386226434
16.0,15.5,6.2,3.0975,-0.363203916532753
16.0,15.5,6.2,3.11225,-0.371854595842089
16.0,15.5,6.2,3.127,-0.381228620549107
16.0,15.5,6.2,3.14175,-0.391353724483046
16.0,15.5,6.2,3.1565,-0.402259224533091
16.0,15.5,6.2,3.17125,-0.413976059656734
16.0,15.5,6.2,3.186,-0.426536821075355
16.0,15.5,6.2,3.20075,-0.439975771022145
16.0,15.5,6.2,3.2155,-0.454328846897585
16.0,15.5,6.2,3.23025,-0.469633647098448
16.0,15.5,6.2,3.245,-0.485929394109755
16.0,15.5,6.2,3.25975,-0.503256869677702
16.0,15.5,6.2,3.2745,-0.521658316008663
16.0,15.5,6.2,3.28925,-0.541177295961408
16.0,15.5,6.2,3.304,-0.561858504114996
16.0,15.5,6.2,3.31875,-0.583747519409791
16.0,15.5,6.2,3.3335,-0.606890488784166
16.0,15.5,6.2,3.34825,-0.631333729889233
16.0,15.5,6.2,3.363,-0.65712323959457
16.0,15.5,6.2,3.37775,-0.68430409365524
16.0,15.5,6.2,3.3925,-0.712919721675718
16.0,15.5,6.2,3.40725,-0.743011040488319
16.0,15.5,6.2,3.422,-0.774615428412253
16.0,15.5,6.2,3.43675,-0.807765522766234
16.0,15.5,6.2,3.4515,-0.842487823716918
16.0,15.5,6.2,3.46625,-0.878801089359976
16.0,15.5,6.2,3.481,-0.916714510211106
16.0,15.5,6.2,3.49575,-0.956225656449029
16.0,15.5,6.2,3.5105,-0.997318198766756
16.0,15.5,6.2,3.52525,-1.03995941403684
16.0,15.5,6.2,3.54,-1.08409750064875
16.0,15.5,6.2,3.55475,-1.12965874571963
16.0,15.5,6.2,3.5695,-1.17654460762966
16.0,15.5,6.2,3.58425,-1.22462880241978
16.0,15.5,6.2,3.599,-1.27375451100561
16.0,15.5,6.2,3.61375,-1.32373185480467
16.0,15.5,6.2,3.6285,-1.37433581837108
16.0,15.5,6.2,3.64325,-1.42530482620469
16.0,15.5,6.2,3.658,-1.47634020330265
16.0,15.5,6.2,3.67275,-1.52710676060174
16.0,15.5,6.2,3.6875,-1.5772347419369
16.0,15.5,6.2,3.70225,-1.62632334313517
16.0,15.5,6.2,3.717,-1.67394596170619
16.0,15.5,6.2,3.73175,-1.71965725441387
16.0,15.5,6.2,3.7465,-1.7630019699756
16.0,15.5,6.2,3.76125,-1.80352538957232
16.0,15.5,6.2,3.776,-1.8407850580468
16.0,15.5,6.2,3.79075,-1.87436333785542
16.0,15.5,6.2,3.8055,-1.90388018417734
16.0,15.5,6.2,3.82025,-1.92900544291611
16.0,15.5,6.2,3.835,-1.94946993196112
16.0,15.5,6.2,3.84975,-1.96507459307438
16.0,15.5,6.2,3.8645,-1.97569710163421
16.0,15.5,6.2,3.87925,-1.98129548809236
16.0,15.5,6.2,3.894,-1.98190854166324
16.0,15.5,6.2,3.90875,-1.97765300841904
16.0,15.5,6.2,3.9235,-1.96871783342788
16.0,15.5,6.2,3.93825,-1.95535590167973
16.0,15.5,6.2,3.953,-1.93787388301497
16.0,15.5,6.2,3.96775,-1.9166208691343
16.0,15.5,6.2,3.9825,-1.89197650367471
16.0,15.5,6.2,3.99725,-1.86433925664813
16.0,15.5,6.2,4.012,-1.83411539673641
16.0,15.5,6.2,4.02675,-1.80170908716556
16.0,15.5,6.2,4.0415,-1.76751389151912
16.0,15.5,6.2,4.05625,-1.73190584080695
16.0,15.5,6.2,4.071,-1.69523809417699
16.0,15.5,6.2,4.08575,-1.65783712997017
16.0,15.5,6.2,4.1005,-1.62000033416255
16.0,15.5,6.2,4.11525,-1.58199480893663
16.0,15.5,6.2,4.13,-1.54405720214399
16.0,15.5,6.2,4.14475,-1.50639435444613
16.0,15.5,6.2,4.1595,-1.46918457024482
16.0,15.5,6.2,4.17425,-1.43257933667169
16.0,15.5,6.2,4.189,-1.39670533806539
16.0,15.5,6.2,4.20375,-1.36166663848404
16.0,15.5,6.2,4.2185,-1.32754692966444
16.0,15.5,6.2,4.23325,-1.29441176496475
16.0,15.5,6.2,4.248,-1.26231072034974
16.0,15.5,6.2,4.26275,-1.23127944099891
16.0,15.5,6.2,4.2775,-1.20134154657797
16.0,15.5,6.2,4.29225,-1.17251037977602
16.0,15.5,6.2,4.307,-1.14479059166463
16.0,15.5,6.2,4.32175,-1.11817956413599
16.0,15.5,6.2,4.3365,-1.09266867449407
16.0,15.5,6.2,4.35125,-1.06824441055867
16.0,15.5,6.2,4.366,-1.04488934671853
16.0,15.5,6.2,4.38075,-1.0225829925132
16.0,15.5,6.2,4.3955,-1.00130252577137
16.0,15.5,6.2,4.41025,-0.981023422274994
16.0,15.5,6.2,4.425,-0.961719993510022
16.0,15.5,6.2,4.43975,-0.943365843424778
16.0,15.5,6.2,4.4545,-0.925934254338201
16.0,15.5,6.2,4.46925,-0.909398511290733
16.0,15.5,6.2,4.484,-0.893732173261006
16.0,15.5,6.2,4.49875,-0.878909298815688
16.0,15.5,6.2,4.5135,-0.864904632942852
16.0,15.5,6.2,4.52825,-0.851693761054826
16.0,15.5,6.2,4.543,-0.839253235444217
16.0,15.5,6.2,4.55775,-0.827560678839933
16.0,15.5,6.2,4.5725,-0.816594869139524
16.0,15.5,6.2,4.58725,-0.8063358088885
16.0,15.5,6.2,4.602,-0.796764782633103
16.0,15.5,6.2,4.61675,-0.787864404886817
16.0,15.5,6.2,4.6315,-0.77961866111827
16.0,15.5,6.2,4.64625,-0.772012943884812
16.0,15.5,6.2,4.661,-0.765034085997617
16.0,15.5,6.2,4.67575,-0.75867039240695
16.0,15.5,6.2,4.6905,-0.752911672336447
16.0,15.5,6.2,4.70525,-0.747749273069633
16.0,15.5,6.2,4.72,-0.743176116698547
16.0,15.5,6.2,4.73475,-0.739186741079415
16.0,15.5,6.2,4.7495,-0.735777346204334
16.0,15.5,6.2,4.76425,-0.732945847187527
16.0,15.5,6.2,4.779,-0.730691935080798
16.0,15.5,6.2,4.79375,-0.729017146774466
16.0,15.5,6.2,4.8085,-0.727924945307769
16.0,15.5,6.2,4.82325,-0.727420812007679
16.0,15.5,6.2,4.838,-0.727512351998684
16.0,15.5,6.2,4.85275,-0.728209414780725
16.0,15.5,6.2,4.8675,-0.729524231761036
16.0,15.5,6.2,4.88225,-0.731471572852151
16.0,15.5,6.2,4.897,-0.734068924517319
16.0,15.5,6.2,4.91175,-0.737336691962389
16.0,15.5,6.2,4.9265,-0.741298428546282
16.0,15.5,6.2,4.94125,-0.745981095920196
16.0,15.5,6.2,4.956,-0.751415358917977
16.0,15.5,6.2,4.97075,-0.757635919820151
16.0,15.5,6.2,4.9855,-0.764681897316308
16.0,15.5,6.2,5.00025,-0.772597256313451
16.0,15.5,6.2,5.015,-0.7814312957026
16.0,15.5,6.2,5.02975,-0.791239202329091
16.0,15.5,6.2,5.0445,-0.802082680744084
16.0,15.5,6.2,5.05925,-0.814030669884114
16.0,15.5,6.2,5.074,-0.827160159676389
16.0,15.5,6.2,5.08875,-0.84155712275553
16.0,15.5,6.2,5.1035,-0.857317579067272
16.0,15.5,6.2,5.11825,-0.87454881420689
16.0,15.5,6.2,5.133,-0.893370775990065
16.0,15.5,6.2,5.14775,-0.913917678099396
16.0,15.5,6.2,5.1625,-0.936339844831433
16.0,15.5,6.2,5.17725,-0.960805837159805
16.0,15.5,6.2,5.192,-0.987504907738707
16.0,15.5,6.2,5.20675,-1.01664984135266
16.0,15.5,6.2,5.2215,-1.04848024798372
16.0,15.5,6.2,5.23625,-1.08326638849466
16.0,15.5,6.2,5.251,-1.12131362837913
16.0,15.5,6.2,5.26575,-1.16296763367157
16.0,15.5,6.2,5.2805,-1.20862044563295
16.0,15.5,6.2,5.29525,-1.25871759807994
16.0,15.5,6.2,5.31,-1.31376647424521
16.0,15.5,6.2,5.32475,-1.37434614012768
16.0,15.5,6.2,5.3395,-1.44111894000228
16.0,15.5,6.2,5.35425,-1.51484419908878
16.0,15.5,6.2,5.369,-1.59639445083015
16.0,15.5,6.2,5.38375,-1.68677469499986
16.0,15.5,6.2,5.3985,-1.78714530212651
16.0,15.5,6.2,5.41325,-1.89884931509736
16.0,15.5,6.2,5.428,-2.02344506803858
16.0,15.5,6.2,5.44275,-2.16274525677256
16.0,15.5,6.2,5.4575,-2.31886387082285
16.0,15.5,6.2,5.47225,-2.49427275938376
16.0,15.5,6.2,5.487,-2.69187009292228
16.0,15.5,6.2,5.50175,-2.91506366282703
16.0,15.5,6.2,5.5165,-3.16787294014689
16.0,15.5,6.2,5.53125,-3.45505526773563
16.0,15.5,6.2,5.546,-3.7822637835564
16.0,15.5,6.2,5.56075,-4.15624816147044
16.0,15.5,6.2,5.5755,-4.58511483702778
16.0,15.5,6.2,5.59025,-5.07867243358585
16.0,15.5,6.2,5.605,-5.64890286255802
16.0,15.5,6.2,5.61975,-6.31062255934975
16.0,15.5,6.2,5.6345,-7.08243645068216
16.0,15.5,6.2,5.64925,-7.98814375325336
16.0,15.5,6.2,5.664,-9.05881968645432
16.0,15.5,6.2,5.67875,-10.3357790128564
16.0,15.5,6.2,5.6935,-11.8740190936789
16.0,15.5,6.2,5.70825,-13.7419018401707
16.0,15.5,6.2,5.723,-15.9918302394118
16.0,15.5,6.2,5.73775,-18.4734805238903
16.0,15.5,6.2,5.7525,-20.1628390668306
16.0,15.5,6.2,5.76725,-19.4326876854877
16.0,15.5,6.2,5.782,-17.1658408542304
16.0,15.5,6.2,5.79675,-14.8764390249457
16.0,15.5,6.2,5.8115,-12.9508233297317
16.0,15.5,6.2,5.82625,-11.374838051058
16.0,15.5,6.2,5.841,-10.078140801397
16.0,15.5,6.2,5.85575,-8.99913800561493
16.0,15.5,6.2,5.8705,-8.09120549503989
16.0,15.5,6.2,5.88525,-7.31969524202297
16.0,15.5,6.2,5.9,-6.65857647538378
16.0,15.5,6.2,5.91475,-6.08794243987403
16.0,15.5,6.2,5.9295,-5.59229477415984
16.0,15.5,6.2,5.94425,-5.15937207642457
16.0,15.5,6.2,5.959,-4.77933917144765
16.0,15.5,6.2,5.97375,-4.44421438264406
16.0,15.5,6.2,5.9885,-4.14745592583724
16.0,15.5,6.2,6.00325,-3.88365683046126
16.0,15.5,6.2,6.018,-3.64831554107253
16.0,15.5,6.2,6.03275,-3.43766047522342
16.0,15.5,6.2,6.0475,-3.24851386201558
16.0,15.5,6.2,6.06225,-3.07818472697799
16.0,15.5,6.2,6.077,-2.92438387281363
16.0,15.5,6.2,6.09175,-2.78515570749391
16.0,15.5,6.2,6.1065,-2.65882314298204
16.0,15.5,6.2,6.12125,-2.54394274746453
16.0,15.5,6.2,6.136,-2.43926801846783
16.0,15.5,6.2,6.15075,-2.34371914141944
16.0,15.5,6.2,6.1655,-2.25635796531128
16.0,15.5,6.2,6.18025,-2.17636720217199
16.0,15.5,6.2,6.195,-2.10303306582713
16.0,15.5,6.2,6.20975,-2.03573072569048
16.0,15.5,6.2,6.2245,-1.97391207559909
16.0,15.5,6.2,6.23925,-1.9170954148892
16.0,15.5,6.2,6.254,-1.86485671550871
16.0,15.5,6.2,6.26875,-1.81682220973399
16.0,15.5,6.2,6.2835,-1.7726620815719
16.0,15.5,6.2,6.29825,-1.73208508386298
16.0,15.5,6.2,6.313,-1.69483393450119
16.0,15.5,6.2,6.32775,-1.66068137062819
16.0,15.5,6.2,6.3425,-1.62942676035724
16.0,15.5,6.2,6.35725,-1.60089318848645
16.0,15.5,6.2,6.372,-1.57492494652124
16.0,15.5,6.2,6.38675,-1.55138536872536
16.0,15.5,6.2,6.4015,-1.53015496533273
16.0,15.5,6.2,6.41625,-1.51112981184332
16.0,15.5,6.2,6.431,-1.4942201598026
16.0,15.5,6.2,6.44575,-1.47934923985641
16.0,15.5,6.2,6.4605,-1.46645223238099
16.0,15.5,6.2,6.47525,-1.45547538476606
16.0,15.5,6.2,6.49,-1.44637525760151
16.0,15.5,6.2,6.50475,-1.4391180846935
16.0,15.5,6.2,6.5195,-1.43367923409309
16.0,15.5,6.2,6.53425,-1.43004275923171
16.0,15.5,6.2,6.549,-1.42820103087843
16.0,15.5,6.2,6.56375,-1.42815444200886
16.0,15.5,6.2,6.5785,-1.42991117884492
16.0,15.5,6.2,6.59325,-1.43348705231619
16.0,15.5,6.2,6.608,-1.43890538503573
16.0,15.5,6.2,6.62275,-1.44619694959309
16.0,15.5,6.2,6.6375,-1.45539995456347
16.0,15.5,6.2,6.65225,-1.46656007512583
16.0,15.5,6.2,6.667,-1.47973052558499
16.0,15.5,6.2,6.68175,-1.49497217140932
16.0,15.5,6.2,6.6965,-1.51235367863301
16.0,15.5,6.2,6.71125,-1.53195169863005
16.0,15.5,6.2,6.726,-1.55385108634941
16.0,15.5,6.2,6.74075,-1.57814515010306
16.0,15.5,6.2,6.7555,-1.60493593091908
16.0,15.5,6.2,6.77025,-1.63433450930362
16.0,15.5,6.2,6.785,-1.66646133699277
16.0,15.5,6.2,6.79975,-1.70144659090445
16.0,15.5,6.2,6.8145,-1.73943054601369
16.0,15.5,6.2,6.82925,-1.78056396325278
16.0,15.5,6.2,6.844,-1.82500848776469
16.0,15.5,6.2,6.85875,-1.87293705189151
16.0,15.5,6.2,6.8735,-1.92453427613339
16.0,15.5,6.2,6.88825,-1.9799968599363
16.0,15.5,6.2,6.903,-2.03953395252442
16.0,15.5,6.2,6.91775,-2.10336749203604
16.0,15.5,6.2,6.9325,-2.17173249890418
16.0,15.5,6.2,6.94725,-2.24487730667607
16.0,15.5,6.2,6.962,-2.32306371021168
16.0,15.5,6.2,6.97675,-2.40656700734542
16.0,15.5,6.2,6.9915,-2.49567590551897
16.0,15.5,6.2,7.00625,-2.59069225944544
16.0,15.5,6.2,7.021,-2.69193059936192
